身份別	簡稱	年月日	多方未平倉口數	空方未平倉口數
COID	Name	MDATE	VOLUME	VOLUME2
11MTX  	自營商－小型臺指期	20071003	     748	     403
11MTX  	自營商－小型臺指期	20071004	     717	    1198
11MTX  	自營商－小型臺指期	20071005	     672	    1481
11MTX  	自營商－小型臺指期	20071008	    1029	    1036
11MTX  	自營商－小型臺指期	20071009	     931	    1346
11MTX  	自營商－小型臺指期	20071011	    1215	     899
11MTX  	自營商－小型臺指期	20071012	    1138	    2661
11MTX  	自營商－小型臺指期	20071015	    1062	    1606
11MTX  	自營商－小型臺指期	20071016	    1132	    1575
11MTX  	自營商－小型臺指期	20071017	    1896	    1510
11MTX  	自營商－小型臺指期	20071018	     272	    1579
11MTX  	自營商－小型臺指期	20071019	     280	    2175
11MTX  	自營商－小型臺指期	20071022	     235	    2407
11MTX  	自營商－小型臺指期	20071023	     438	    1541
11MTX  	自營商－小型臺指期	20071024	     412	    1886
11MTX  	自營商－小型臺指期	20071025	     481	    1984
11MTX  	自營商－小型臺指期	20071026	     634	    1728
11MTX  	自營商－小型臺指期	20071029	     826	    1330
11MTX  	自營商－小型臺指期	20071030	     720	    1743
11MTX  	自營商－小型臺指期	20071031	     799	    2586
11MTX  	自營商－小型臺指期	20071101	     841	    1997
11MTX  	自營商－小型臺指期	20071102	     780	    3466
11MTX  	自營商－小型臺指期	20071105	     783	    2689
11MTX  	自營商－小型臺指期	20071106	     690	    2177
11MTX  	自營商－小型臺指期	20071107	     738	    2110
11MTX  	自營商－小型臺指期	20071108	     915	    2566
11MTX  	自營商－小型臺指期	20071109	     688	    2925
11MTX  	自營商－小型臺指期	20071112	     649	    4466
11MTX  	自營商－小型臺指期	20071113	     635	    3672
11MTX  	自營商－小型臺指期	20071114	     661	    2728
11MTX  	自營商－小型臺指期	20071115	     544	    3420
11MTX  	自營商－小型臺指期	20071116	     700	    4323
11MTX  	自營商－小型臺指期	20071119	     465	    4928
11MTX  	自營商－小型臺指期	20071120	     328	    5780
11MTX  	自營商－小型臺指期	20071121	     465	    5811
11MTX  	自營商－小型臺指期	20071122	     243	    4285
11MTX  	自營商－小型臺指期	20071123	     205	    5712
11MTX  	自營商－小型臺指期	20071126	     210	    4987
11MTX  	自營商－小型臺指期	20071127	     179	    6219
11MTX  	自營商－小型臺指期	20071128	     177	    7501
11MTX  	自營商－小型臺指期	20071129	     261	    6464
11MTX  	自營商－小型臺指期	20071130	    1660	    6247
11MTX  	自營商－小型臺指期	20071203	     337	    5872
11MTX  	自營商－小型臺指期	20071204	     439	    5773
11MTX  	自營商－小型臺指期	20071205	     361	    4679
11MTX  	自營商－小型臺指期	20071206	     338	    5141
11MTX  	自營商－小型臺指期	20071207	     370	    4582
11MTX  	自營商－小型臺指期	20071210	     277	    5911
11MTX  	自營商－小型臺指期	20071211	     274	    4480
11MTX  	自營商－小型臺指期	20071212	     159	    5740
11MTX  	自營商－小型臺指期	20071213	     126	    6269
11MTX  	自營商－小型臺指期	20071214	    2217	    6678
11MTX  	自營商－小型臺指期	20071217	    1515	    7733
